"","Scenario_ID","DeliveryModel.x","Year","WeeksPerYr","Cadre","CI05","CI25","CI50","CI75","CI95","HrsPerWeek","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel.y","Geography_dontedit","Notes"
"1","BasicModel","Basic",2021,48,"EH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"2","BasicModel","Basic",2021,48,"FH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"3","BasicModel","Basic",2021,48,"HEW_hrs",5521.60083333334,5632.65000000001,5715.72166666667,5780.62500000001,5955.37333333334,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"4","BasicModel","Basic",2021,48,"HO_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"5","BasicModel","Basic",2021,48,"MW_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"6","BasicModel","Basic",2021,48,"RN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"7","BasicModel","Basic",2021,48,"UN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"8","BasicModel","Basic",2022,48,"EH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"9","BasicModel","Basic",2022,48,"FH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"10","BasicModel","Basic",2022,48,"HEW_hrs",5583.46083333334,5740.81666666667,5816.718,5896.425,6038.25833333334,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"11","BasicModel","Basic",2022,48,"HO_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"12","BasicModel","Basic",2022,48,"MW_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"13","BasicModel","Basic",2022,48,"RN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"14","BasicModel","Basic",2022,48,"UN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"15","BasicModel","Basic",2023,48,"EH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"16","BasicModel","Basic",2023,48,"FH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"17","BasicModel","Basic",2023,48,"HEW_hrs",5658.82833333333,5805.58333333333,5911.71333333334,6020.57083333334,6172.52250000001,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"18","BasicModel","Basic",2023,48,"HO_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"19","BasicModel","Basic",2023,48,"MW_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"20","BasicModel","Basic",2023,48,"RN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"21","BasicModel","Basic",2023,48,"UN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"22","BasicModel","Basic",2024,48,"EH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"23","BasicModel","Basic",2024,48,"FH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"24","BasicModel","Basic",2024,48,"HEW_hrs",5753.16916666667,5876.12916666666,5995.19300000001,6139.54166666668,6270.66583333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"25","BasicModel","Basic",2024,48,"HO_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"26","BasicModel","Basic",2024,48,"MW_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"27","BasicModel","Basic",2024,48,"RN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"28","BasicModel","Basic",2024,48,"UN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"29","BasicModel","Basic",2025,48,"EH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"30","BasicModel","Basic",2025,48,"FH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"31","BasicModel","Basic",2025,48,"HEW_hrs",4109.29166666667,4187.19166666667,4288.094,4385.88333333334,4502.18083333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"32","BasicModel","Basic",2025,48,"HO_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"33","BasicModel","Basic",2025,48,"MW_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"34","BasicModel","Basic",2025,48,"RN_hrs",1795.8225,1907.57083333333,1983.55166666667,2073.60416666667,2203.00666666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"35","BasicModel","Basic",2025,48,"UN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"36","BasicModel","Basic",2026,48,"EH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"37","BasicModel","Basic",2026,48,"FH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"38","BasicModel","Basic",2026,48,"HEW_hrs",4111.91416666667,4212.925,4313.74166666667,4430.41250000001,4530.05916666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"39","BasicModel","Basic",2026,48,"HO_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"40","BasicModel","Basic",2026,48,"MW_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"41","BasicModel","Basic",2026,48,"RN_hrs",1797.2475,1916.62083333333,1994.44033333333,2064.4125,2248.05583333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"42","BasicModel","Basic",2026,48,"UN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"43","BasicModel","Basic",2027,48,"EH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"44","BasicModel","Basic",2027,48,"FH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"45","BasicModel","Basic",2027,48,"HEW_hrs",4133.5725,4211.45833333333,4348.82966666667,4451.29166666667,4601.2975,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"46","BasicModel","Basic",2027,48,"HO_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"47","BasicModel","Basic",2027,48,"MW_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"48","BasicModel","Basic",2027,48,"RN_hrs",1778.70833333333,1930.37083333333,2013.19533333333,2110.82083333333,2253.03583333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"49","BasicModel","Basic",2027,48,"UN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"50","BasicModel","Basic",2028,48,"EH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"51","BasicModel","Basic",2028,48,"FH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"52","BasicModel","Basic",2028,48,"HEW_hrs",4112.98666666667,4284.63333333334,4392.297,4505.3625,4691.97666666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"53","BasicModel","Basic",2028,48,"HO_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"54","BasicModel","Basic",2028,48,"MW_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"55","BasicModel","Basic",2028,48,"RN_hrs",1795.54916666667,1956.28333333333,2044.43533333333,2139.32916666666,2302.2875,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"56","BasicModel","Basic",2028,48,"UN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"57","BasicModel","Basic",2029,48,"EH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"58","BasicModel","Basic",2029,48,"FH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"59","BasicModel","Basic",2029,48,"HEW_hrs",4132.12166666667,4300.25000000001,4421.30066666667,4518.08333333334,4764.91333333334,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"60","BasicModel","Basic",2029,48,"HO_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"61","BasicModel","Basic",2029,48,"MW_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"62","BasicModel","Basic",2029,48,"RN_hrs",1805.21916666667,1963.05416666667,2076.56366666667,2160.95416666667,2381.44,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"63","BasicModel","Basic",2029,48,"UN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"64","BasicModel","Basic",2030,48,"EH_hrs",1510.0475,1591.0125,1651.688,1714.325,1794.6775,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"65","BasicModel","Basic",2030,48,"FH_hrs",1527.6075,1617.4375,1683.23233333333,1745.04791666667,1851.36625,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"66","BasicModel","Basic",2030,48,"HEW_hrs",1438.74458333333,1519.39583333333,1574.85433333333,1632.47291666667,1739.88541666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"67","BasicModel","Basic",2030,48,"HO_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"68","BasicModel","Basic",2030,48,"MW_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"69","BasicModel","Basic",2030,48,"RN_hrs",1634.35833333333,1764.19583333334,1859.44666666667,1939.67083333333,2062.20666666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"70","BasicModel","Basic",2030,48,"UN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"71","BasicModel","Basic",2031,48,"EH_hrs",1527.24,1600.3,1666.962,1743.725,1809.905,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"72","BasicModel","Basic",2031,48,"FH_hrs",1536.9025,1628.32708333333,1699.945,1779.09166666667,1874.66708333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"73","BasicModel","Basic",2031,48,"HEW_hrs",1436.07291666667,1519.8,1589.817,1665.29166666667,1760.24708333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"74","BasicModel","Basic",2031,48,"HO_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"75","BasicModel","Basic",2031,48,"MW_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"76","BasicModel","Basic",2031,48,"RN_hrs",1633.6275,1759.55833333333,1871.16833333333,1945.06666666667,2110.42416666666,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"77","BasicModel","Basic",2031,48,"UN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"78","BasicModel","Basic",2032,48,"EH_hrs",1527.115,1603.75,1674.916,1749.525,1832.175,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"79","BasicModel","Basic",2032,48,"FH_hrs",1554.3875,1629.60208333333,1715.66066666667,1787.60208333333,1915.52708333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"80","BasicModel","Basic",2032,48,"HEW_hrs",1433.48541666667,1523.4125,1602.21066666667,1688.84166666667,1787.25458333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"81","BasicModel","Basic",2032,48,"HO_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"82","BasicModel","Basic",2032,48,"MW_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"83","BasicModel","Basic",2032,48,"RN_hrs",1665.61833333333,1769.8125,1888.60066666667,1964.97916666667,2142.66666666666,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"84","BasicModel","Basic",2032,48,"UN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"85","BasicModel","Basic",2033,48,"EH_hrs",1542.1,1612.4125,1688.996,1764.7,1859.485,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"86","BasicModel","Basic",2033,48,"FH_hrs",1562.25416666667,1641.94375,1735.45783333333,1821.54166666667,1948.41666666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"87","BasicModel","Basic",2033,48,"HEW_hrs",1429.35916666667,1535.89791666667,1618.77183333333,1711.56458333333,1822.54208333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"88","BasicModel","Basic",2033,48,"HO_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"89","BasicModel","Basic",2033,48,"MW_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"90","BasicModel","Basic",2033,48,"RN_hrs",1686.66166666667,1795.01666666667,1909.21866666667,1978.71666666667,2188.52666666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"91","BasicModel","Basic",2033,48,"UN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"92","BasicModel","Basic",2034,48,"EH_hrs",1524.3525,1608.5125,1697.639,1771.8,1881.71,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"93","BasicModel","Basic",2034,48,"FH_hrs",1563.93833333333,1667.85833333333,1753.95733333333,1836.31458333333,1994.92083333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"94","BasicModel","Basic",2034,48,"HEW_hrs",1435.05666666667,1549.97083333333,1634.08133333333,1724.01875,1837.70958333333,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"95","BasicModel","Basic",2034,48,"HO_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"96","BasicModel","Basic",2034,48,"MW_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"97","BasicModel","Basic",2034,48,"RN_hrs",1698.37166666667,1812.72916666667,1930.133,2032.32083333333,2229.15,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"98","BasicModel","Basic",2034,48,"UN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"99","BasicModel","Basic",2035,48,"EH_hrs",1501.655,1610.7625,1702.106,1780.3375,1899.0075,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"100","BasicModel","Basic",2035,48,"FH_hrs",3009.44416666667,3236.5,3416.27466666667,3578.30833333334,3846.76166666667,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"101","BasicModel","Basic",2035,48,"HEW_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"102","BasicModel","Basic",2035,48,"HO_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"103","BasicModel","Basic",2035,48,"MW_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"104","BasicModel","Basic",2035,48,"RN_hrs",1679.685,1819.28333333333,1949.66266666667,2069.1625,2269.50916666666,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"105","BasicModel","Basic",2035,48,"UN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"106","ComprehensiveModel","Comprehensive",2021,48,"EH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"107","ComprehensiveModel","Comprehensive",2021,48,"FH_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"108","ComprehensiveModel","Comprehensive",2021,48,"HEW_hrs",6270.12083333335,6389.37083333333,6474.03833333334,6538.32916666667,6710.16500000001,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"109","ComprehensiveModel","Comprehensive",2021,48,"HO_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"110","ComprehensiveModel","Comprehensive",2021,48,"MW_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"111","ComprehensiveModel","Comprehensive",2021,48,"RN_hrs",0,0,0,0,0,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
