"","Scenario_ID","DeliveryModel.x","Year","WeeksPerYr.x","Cadre","CI05","CI25","CI50","CI75","CI95","WeeksPerYr.y","HrsPerWeek","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel.y","Geography_dontedit","Notes"
"1","DHS1900","Comprehensive",2021,48,"EH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"2","DHS1900","Comprehensive",2021,48,"FH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"3","DHS1900","Comprehensive",2021,48,"HEW_hrs",201.79595,205.732250000001,208.111595000001,210.548875000001,214.735400000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"4","DHS1900","Comprehensive",2021,48,"HO_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"5","DHS1900","Comprehensive",2021,48,"MW_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"6","DHS1900","Comprehensive",2021,48,"RN_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"7","DHS1900","Comprehensive",2021,48,"UN_hrs",201.79595,205.732250000001,208.111595000001,210.548875000001,214.735400000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"8","DHS1900","Comprehensive",2022,48,"EH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"9","DHS1900","Comprehensive",2022,48,"FH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"10","DHS1900","Comprehensive",2022,48,"HEW_hrs",200.932075000001,206.158125000001,209.129220000001,212.556250000001,216.637875000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"11","DHS1900","Comprehensive",2022,48,"HO_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"12","DHS1900","Comprehensive",2022,48,"MW_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"13","DHS1900","Comprehensive",2022,48,"RN_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"14","DHS1900","Comprehensive",2022,48,"UN_hrs",200.932075000001,206.158125000001,209.129220000001,212.556250000001,216.637875000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"15","DHS1900","Comprehensive",2023,48,"EH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"16","DHS1900","Comprehensive",2023,48,"FH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"17","DHS1900","Comprehensive",2023,48,"HEW_hrs",200.720625000001,206.008750000001,210.191665000001,214.183250000001,218.094600000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"18","DHS1900","Comprehensive",2023,48,"HO_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"19","DHS1900","Comprehensive",2023,48,"MW_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"20","DHS1900","Comprehensive",2023,48,"RN_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"21","DHS1900","Comprehensive",2023,48,"UN_hrs",200.720625000001,206.008750000001,210.191665000001,214.183250000001,218.094600000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"22","DHS1900","Comprehensive",2024,48,"EH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"23","DHS1900","Comprehensive",2024,48,"FH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"24","DHS1900","Comprehensive",2024,48,"HEW_hrs",200.427175000001,206.622000000001,211.498655000001,215.597750000001,221.153600000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"25","DHS1900","Comprehensive",2024,48,"HO_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"26","DHS1900","Comprehensive",2024,48,"MW_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"27","DHS1900","Comprehensive",2024,48,"RN_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"28","DHS1900","Comprehensive",2024,48,"UN_hrs",200.427175000001,206.622000000001,211.498655000001,215.597750000001,221.153600000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"29","DHS1900","Comprehensive",2025,48,"EH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"30","DHS1900","Comprehensive",2025,48,"FH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"31","DHS1900","Comprehensive",2025,48,"HEW_hrs",212.544325000001,220.683875000001,225.929140000001,231.228125000001,238.261825000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"32","DHS1900","Comprehensive",2025,48,"HO_hrs",212.544325000001,220.683875000001,225.929140000001,231.228125000001,238.261825000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"33","DHS1900","Comprehensive",2025,48,"MW_hrs",212.544325000001,220.683875000001,225.929140000001,231.228125000001,238.261825000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"34","DHS1900","Comprehensive",2025,48,"RN_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"35","DHS1900","Comprehensive",2025,48,"UN_hrs",212.544325000001,220.683875000001,225.929140000001,231.228125000001,238.261825000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"36","DHS1900","Comprehensive",2026,48,"EH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"37","DHS1900","Comprehensive",2026,48,"FH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"38","DHS1900","Comprehensive",2026,48,"HEW_hrs",213.654375000001,224.002250000001,228.908880000001,234.958750000001,243.459650000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"39","DHS1900","Comprehensive",2026,48,"HO_hrs",213.654375000001,224.002250000001,228.908880000001,234.958750000001,243.459650000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"40","DHS1900","Comprehensive",2026,48,"MW_hrs",213.654375000001,224.002250000001,228.908880000001,234.958750000001,243.459650000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"41","DHS1900","Comprehensive",2026,48,"RN_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"42","DHS1900","Comprehensive",2026,48,"UN_hrs",213.654375000001,224.002250000001,228.908880000001,234.958750000001,243.459650000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"43","DHS1900","Comprehensive",2027,48,"EH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"44","DHS1900","Comprehensive",2027,48,"FH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"45","DHS1900","Comprehensive",2027,48,"HEW_hrs",216.495025000002,226.153750000001,231.922500000001,236.956500000001,247.015975000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"46","DHS1900","Comprehensive",2027,48,"HO_hrs",216.495025000002,226.153750000001,231.922500000001,236.956500000001,247.015975000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"47","DHS1900","Comprehensive",2027,48,"MW_hrs",216.495025000002,226.153750000001,231.922500000001,236.956500000001,247.015975000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"48","DHS1900","Comprehensive",2027,48,"RN_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"49","DHS1900","Comprehensive",2027,48,"UN_hrs",216.495025000002,226.153750000001,231.922500000001,236.956500000001,247.015975000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"50","DHS1900","Comprehensive",2028,48,"EH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"51","DHS1900","Comprehensive",2028,48,"FH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"52","DHS1900","Comprehensive",2028,48,"HEW_hrs",219.227200000002,227.814125000001,234.944290000001,241.512750000002,251.798400000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"53","DHS1900","Comprehensive",2028,48,"HO_hrs",219.227200000002,227.814125000001,234.944290000001,241.512750000002,251.798400000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"54","DHS1900","Comprehensive",2028,48,"MW_hrs",219.227200000002,227.814125000001,234.944290000001,241.512750000002,251.798400000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"55","DHS1900","Comprehensive",2028,48,"RN_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"56","DHS1900","Comprehensive",2028,48,"UN_hrs",219.227200000002,227.814125000001,234.944290000001,241.512750000002,251.798400000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"57","DHS1900","Comprehensive",2029,48,"EH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"58","DHS1900","Comprehensive",2029,48,"FH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"59","DHS1900","Comprehensive",2029,48,"HEW_hrs",220.596500000001,230.393125000001,238.177080000001,245.172875000002,257.222625000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"60","DHS1900","Comprehensive",2029,48,"HO_hrs",220.596500000001,230.393125000001,238.177080000001,245.172875000002,257.222625000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"61","DHS1900","Comprehensive",2029,48,"MW_hrs",220.596500000001,230.393125000001,238.177080000001,245.172875000002,257.222625000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"62","DHS1900","Comprehensive",2029,48,"RN_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"63","DHS1900","Comprehensive",2029,48,"UN_hrs",220.596500000001,230.393125000001,238.177080000001,245.172875000002,257.222625000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"64","DHS1900","Comprehensive",2030,48,"EH_hrs",222.948650000001,232.884500000001,241.682655000001,249.612000000001,261.984250000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"65","DHS1900","Comprehensive",2030,48,"FH_hrs",222.948650000001,232.884500000001,241.682655000001,249.612000000001,261.984250000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"66","DHS1900","Comprehensive",2030,48,"HEW_hrs",222.948650000001,232.884500000001,241.682655000001,249.612000000001,261.984250000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"67","DHS1900","Comprehensive",2030,48,"HO_hrs",222.948650000001,232.884500000001,241.682655000001,249.612000000001,261.984250000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"68","DHS1900","Comprehensive",2030,48,"MW_hrs",222.948650000001,232.884500000001,241.682655000001,249.612000000001,261.984250000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"69","DHS1900","Comprehensive",2030,48,"RN_hrs",222.948650000001,232.884500000001,241.682655000001,249.612000000001,261.984250000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"70","DHS1900","Comprehensive",2030,48,"UN_hrs",222.948650000001,232.884500000001,241.682655000001,249.612000000001,261.984250000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"71","DHS1900","Comprehensive",2031,48,"EH_hrs",224.951875000002,236.900125000002,245.194115000001,253.742750000001,265.543425000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"72","DHS1900","Comprehensive",2031,48,"FH_hrs",224.951875000002,236.900125000002,245.194115000001,253.742750000001,265.543425000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"73","DHS1900","Comprehensive",2031,48,"HEW_hrs",224.951875000002,236.900125000002,245.194115000001,253.742750000001,265.543425000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"74","DHS1900","Comprehensive",2031,48,"HO_hrs",224.951875000002,236.900125000002,245.194115000001,253.742750000001,265.543425000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"75","DHS1900","Comprehensive",2031,48,"MW_hrs",224.951875000002,236.900125000002,245.194115000001,253.742750000001,265.543425000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"76","DHS1900","Comprehensive",2031,48,"RN_hrs",224.951875000002,236.900125000002,245.194115000001,253.742750000001,265.543425000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"77","DHS1900","Comprehensive",2031,48,"UN_hrs",224.951875000002,236.900125000002,245.194115000001,253.742750000001,265.543425000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"78","DHS1900","Comprehensive",2032,48,"EH_hrs",226.930450000001,240.756375000002,248.991335000001,257.776250000001,273.209950000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
"79","DHS1900","Comprehensive",2032,48,"FH_hrs",226.930450000001,240.756375000002,248.991335000001,257.776250000001,273.209950000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues_DHS1900","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Oromia",NA
